id,Label,mint_count_per_week,burn_count_per_week,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn_per_week,swapOut_per_week,swap_rate,LP_avg,LP_stdev,LPCreator_holding_ratio,Lock_ratio,token_burn_ratio,Creator_token_holding_ratio,number_of_token_creation_of_Creator
0x89f84795a16e26c937c2a908f7d3e5306582303b,True,0.4587222068421512,0.0,0.011363636,0.988636364,0.0,0.0,0.035236007,0.0,22.477388135265407,17.431443860001746,1.256410256,100.0,0.0,0.9993035981481483,0.0,0.0,0.08169997083333333,24
0x39cee5611a1c5db50379c255cb9b2f422229f33b,True,0.9843541721936223,0.0,0.052631579,0.947368421,0.0,0.0,0.222511183,0.0,8.8591875497426,8.8591875497426,0.9,100.0,0.0,0.9989706638888888,0.0,0.0,0.0,1
0x8f1b04d08d5774d21053a0f6d3c6fb1331e4e9e5,True,0.9782023267888017,0.0,0.083333333,0.916666667,0.0,0.0,0.220301254,0.0,7.825618614310414,2.934606980366405,2.0,100.0,0.0,0.9970267111111111,0.0030000805555556766,0.0,-0.9543641866743016,2
0xe3c065793cce751139dfea980a85f8974493a873,True,0.9973812146678364,0.0,0.142857143,0.857142857,0.0,0.0,0.184508816,0.0,2.992143644003509,2.992143644003509,0.75,100.0,0.0,0.9960837240740741,0.0,0.0,0.0004922274844666667,1
0x953a1df7144500014f1ff8eea9df71c7e37bb9d6,True,0.9987070310758395,0.0,0.018867925,0.981132075,0.0,0.0,0.59642401,0.0,36.952160149806055,14.980605466137591,2.3125,50.0,49.99583335,1.0042778140186914,0.0,0.0,0.0,1
0xe58f075a56869c230a92ee57211a728533e009fe,True,0.996605477375342,0.0,0.025,0.975,0.0,0.0,0.236407767,0.0,38.867613617638334,0.0,39.0,100.0,0.0,1.002224793457944,0.0,0.0,2e-11,4
0xc6931787803064a3774443c35300338553258598,True,0.9934558069857288,0.0,0.04,0.96,0.0,0.0,0.273092369,0.0,20.862571946700307,2.9803674209571867,5.25,100.0,0.0,1.002224793457944,0.0,29333333333.333332,2000000000.0,1
0xff95448e2f2f7754438d2cb51531581846f36cc9,True,0.2001046402572068,0.06670154675240227,0.001009082,0.998654558,0.000336361,0.007907633,0.005736396,0.007415578,106.38896707008162,91.64792523780072,1.16,100.0,0.0,1.0011348261682242,0.0,0.0,0.0205287881400879,14
0xea6125279445f4639ea21cd16a4b0d17665391b4,True,0.9933285375011085,0.0,0.111111111,0.888888889,0.0,0.0,0.205563762,0.0,7.946628300008868,0.0,8.0,50.0,49.82759908,0.9908265657407408,0.0029814240740740337,0.0,0.0,1
0xe4832a69daed57fdc05f3df7561f0e11130cdd9a,True,0.838515129458251,0.0,0.037037037,0.962962963,0.0,0.0,0.213110109,0.0,16.77030258916502,5.031090776749506,2.857142857,100.0,0.0,0.9989447663551401,0.0,0.0,0.024262822113333336,14
